"County","State","Trump_Votes","Trump_Percent","Biden_Votes","Biden_Percent","Other_Votes","Other_Percent","Total_Votes"
"Emanuel","Georgia",6553,68.93,2886,30.36,68,0.71,9507
"Evans","Georgia",2888,67.98,1324,31.17,36,0.85,4248
"Fannin","Georgia",12169,81.95,2570,17.31,110,0.74,14849
"Fayette","Georgia",37956,52.71,33062,45.91,994,1.38,72012
"Floyd","Georgia",28906,69.88,11917,28.81,542,1.31,41365
"Forsyth","Georgia",85123,65.79,42208,32.62,2046,1.59,129377
"Franklin","Georgia",9069,84.23,1593,14.8,105,0.97,10767
"Fulton","Georgia",137247,26.2,380212,72.57,6472,1.23,523931
"Gilmer","Georgia",13429,81.25,2932,17.74,166,1.01,16527
"Glascock","Georgia",1402,89.58,155,9.9,8,0.52,1565
"Glynn","Georgia",25617,61,15882,37.82,495,1.18,41994
"Gordon","Georgia",19405,80.71,4384,18.23,255,1.06,24044
"Grady","Georgia",7034,65.7,3619,33.8,54,0.5,10707
"Greene","Georgia",7066,62.83,4087,36.34,94,0.83,11247
"Gwinnett","Georgia",166400,40.16,241994,58.4,5956,1.44,414350
"Habersham","Georgia",16637,81.39,3562,17.42,243,1.19,20442
"Hall","Georgia",64183,70.84,25033,27.63,1386,1.53,90602
"Hancock","Georgia",1154,27.79,2976,71.66,23,0.55,4153
"Haralson","Georgia",12330,86.54,1791,12.57,127,0.89,14248
"Harris","Georgia",14319,71.59,5457,27.28,226,1.13,20002
"Hart","Georgia",9465,74.33,3157,24.79,112,0.88,12734
"Heard","Georgia",4519,83.78,824,15.28,51,0.94,5394
"Henry","Georgia",48259,39.23,73443,59.7,1314,1.07,123016
"Houston","Georgia",41540,55.48,32239,43.06,1093,1.46,74872
"Irwin","Georgia",3134,75.19,1008,24.18,26,0.63,4168
"Jackson","Georgia",29502,78.29,7642,20.28,541,1.43,37685
"Jasper","Georgia",5822,76.13,1761,23.03,64,0.84,7647
"Jeff Davis","Georgia",4695,81.31,1028,17.8,51,0.89,5774
"Jefferson","Georgia",3537,46.3,4058,53.12,44,0.58,7639
"Jenkins","Georgia",2161,62.55,1266,36.64,28,0.81,3455
"Johnson","Georgia",2850,69.51,1222,29.8,28,0.69,4100
"Jones","Georgia",9940,66.53,4882,32.68,118,0.79,14940
"Lamar","Georgia",6331,69.99,2620,28.97,94,1.04,9045
"Lanier","Georgia",2509,70.16,1019,28.5,48,1.34,3576
"Laurens","Georgia",14493,63.76,8074,35.52,165,0.72,22732
"Lee","Georgia",12007,71.82,4558,27.26,154,0.92,16719
"Liberty","Georgia",7959,37.2,13104,61.25,331,1.55,21394
"Lincoln","Georgia",3173,68.37,1432,30.86,36,0.77,4641
"Long","Georgia",3527,62.31,2035,35.95,98,1.74,5660
"Lowndes","Georgia",25692,55.4,20116,43.38,567,1.22,46375
"Lumpkin","Georgia",12163,78.24,3126,20.11,256,1.65,15545
"Macon","Georgia",1783,38.24,2858,61.29,22,0.47,4663
"Madison","Georgia",11326,75.78,3411,22.82,208,1.4,14945
"Marion","Georgia",2275,62.74,1312,36.18,39,1.08,3626
"McDuffie","Georgia",6169,59,4168,39.86,119,1.14,10456
"McIntosh","Georgia",4016,59.98,2612,39.01,68,1.01,6696
"Meriwether","Georgia",6524,59.96,4287,39.4,69,0.64,10880
"Miller","Georgia",2066,72.9,748,26.39,20,0.71,2834
"Mitchell","Georgia",4935,55.06,3993,44.55,35,0.39,8963
"Monroe","Georgia",11057,70.91,4385,28.12,150,0.97,15592
"Montgomery","Georgia",2960,74.6,980,24.7,28,0.7,3968
"Morgan","Georgia",8231,70.29,3353,28.63,126,1.08,11710
"Murray","Georgia",12944,84.08,2301,14.95,150,0.97,15395
"Muscogee","Georgia",30107,37.39,49446,61.4,975,1.21,80528
"Newton","Georgia",23869,43.99,29789,54.9,605,1.11,54263
"Oconee","Georgia",16595,65.87,8162,32.4,436,1.73,25193
"Oglethorpe","Georgia",5592,68.71,2439,29.97,107,1.32,8138
"Paulding","Georgia",54517,63.82,29695,34.76,1205,1.42,85417
"Peach","Georgia",6506,51.82,5922,47.17,126,1.01,12554
"Pickens","Georgia",14110,82.17,2824,16.45,238,1.38,17172
"Pierce","Georgia",7898,87.29,1100,12.16,50,0.55,9048
"Pike","Georgia",9127,85.13,1505,14.04,89,0.83,10721
"Polk","Georgia",13587,78.09,3657,21.02,155,0.89,17399
"Pulaski","Georgia",2815,68.98,1230,30.14,36,0.88,4081
"Putnam","Georgia",8291,69.92,3448,29.08,118,1,11857
"Quitman","Georgia",604,54.61,497,44.94,5,0.45,1106
"Rabun","Georgia",7474,78.07,1984,20.72,116,1.21,9574
"Randolph","Georgia",1390,45.23,1671,54.38,12,0.39,3073
"Richmond","Georgia",26780,30.75,59119,67.89,1178,1.36,87077
"Rockdale","Georgia",13014,29.11,31237,69.88,448,1.01,44699
"Schley","Georgia",1800,79.12,462,20.31,13,0.57,2275
"Screven","Georgia",3915,59.06,2661,40.14,53,0.8,6629
"Seminole","Georgia",2613,67.21,1256,32.3,19,0.49,3888
"Spalding","Georgia",18104,59.91,11828,39.14,287,0.95,30219
"Stephens","Georgia",9367,78.81,2386,20.08,132,1.11,11885
"Stewart","Georgia",801,40.25,1182,59.4,7,0.35,1990
"Sumter","Georgia",5733,47.19,6314,51.97,103,0.84,12150
"Talbot","Georgia",1392,39.5,2114,59.99,18,0.51,3524
"Taliaferro","Georgia",360,38.79,561,60.45,7,0.76,928
"Tattnall","Georgia",6054,73.95,2062,25.19,71,0.86,8187
"Taylor","Georgia",2420,62.99,1388,36.13,34,0.88,3842
"Telfair","Georgia",2825,65.17,1488,34.33,22,0.5,4335
"Terrell","Georgia",2004,45.38,2376,53.8,36,0.82,4416
"Thomas","Georgia",12969,59.28,8708,39.8,200,0.92,21877
"Tift","Georgia",10784,66.24,5318,32.67,178,1.09,16280
"Toombs","Georgia",7873,72.14,2938,26.92,103,0.94,10914
"Towns","Georgia",6384,80.01,1550,19.43,45,0.56,7979
"Treutlen","Georgia",2101,68.28,952,30.94,24,0.78,3077
"Troup","Georgia",18142,60.36,11577,38.52,338,1.12,30057
"Turner","Georgia",2349,61.96,1409,37.17,33,0.87,3791
"Twiggs","Georgia",2370,53.33,2044,45.99,30,0.68,4444
"Union","Georgia",12650,81.29,2800,17.99,112,0.72,15562
"Upson","Georgia",8606,66.68,4203,32.56,98,0.76,12907
"Walker","Georgia",23173,78.89,5770,19.64,431,1.47,29374
"Walton","Georgia",37839,74.05,12683,24.82,576,1.13,51098
"Ware","Georgia",9903,69.79,4169,29.38,117,0.83,14189
"Warren","Georgia",1166,44,1468,55.4,16,0.6,2650
"Washington","Georgia",4668,49.24,4743,50.03,69,0.73,9480
"Wayne","Georgia",9987,78.13,2688,21.03,107,0.84,12782
"Webster","Georgia",748,53.77,640,46.01,3,0.22,1391
"Wheeler","Georgia",1583,69.28,689,30.15,13,0.57,2285
"White","Georgia",12222,82.41,2411,16.26,198,1.33,14831
"Whitfield","Georgia",25644,69.75,10680,29.05,442,1.2,36766
"Wilcox","Georgia",2402,73.25,861,26.26,16,0.49,3279
"Wilkes","Georgia",2823,56.11,2160,42.93,48,0.96,5031
"Wilkinson","Georgia",2665,55.87,2074,43.48,31,0.65,4770
"Worth","Georgia",6830,73.56,2395,25.79,60,0.65,9285
"Hawaii","Hawaii",26897,30.63,58731,66.88,2186,2.49,87814
"Honolulu","Hawaii",136259,35.66,238869,62.51,6986,1.82,382114
"Kalawao","Hawaii",1,4.17,23,95.83,0,0,24
"Kauai","Hawaii",11582,34.58,21225,63.36,690,1.83,33497
"Maui","Hawaii",22126,31.14,47305,66.59,1613,2.27,71044
"Ada","Idaho",130699,49.98,120539,46.1,10250,3.92,261488
"Adams","Idaho",1941,75.06,591,22.85,54,2.09,2586
"Bannock","Idaho",23331,58.65,14682,36.91,1770,4.44,39783
"Bear Lake","Idaho",2914,87.88,350,10.55,52,1.57,3316
"Benewah","Idaho",3878,77.95,977,19.64,120,2.41,4975
"Bingham","Idaho",15295,76.49,4124,20.62,577,2.89,19996
"Blaine","Idaho",4032,30.32,8919,67.08,346,2.6,13297
"Boise","Idaho",3485,72.27,1204,24.97,133,2.76,4822
"Bonner","Idaho",18369,67.16,8310,30.38,673,2.46,27352
"Bonneville","Idaho",37805,69.97,14254,26.38,1975,3.65,54034
"Boundary","Idaho",4937,78.15,1220,19.31,160,2.54,6317
"Butte","Idaho",1202,84.95,188,13.29,25,1.76,1415
"Camas","Idaho",507,75.22,149,22.11,18,2.67,674
"Canyon","Idaho",61759,68.27,25881,28.61,2817,3.12,90457
"Caribou","Idaho",2906,85.07,431,12.62,79,2.31,3416
"Cassia","Idaho",7907,82.09,1464,15.2,261,2.71,9632
"Clark","Idaho",264,84.89,41,13.18,6,1.93,311
"Clearwater","Idaho",3453,78.14,877,19.85,89,2.01,4419
"Custer","Idaho",2089,76.27,603,22.02,47,1.71,2739
"Elmore","Idaho",7246,70.95,2601,25.47,366,3.58,10213
"Franklin","Idaho",5845,87.71,657,9.86,162,2.43,6664
"Fremont","Idaho",5548,82.55,998,14.85,175,2.6,6721
"Gem","Idaho",7951,79.65,1803,18.06,229,2.29,9983
"Gooding","Idaho",4659,76.98,1256,20.75,137,2.27,6052
"Idaho","Idaho",7826,81.44,1561,16.24,223,2.32,9610
"Jefferson","Idaho",12099,85.32,1661,11.71,420,2.97,14180
"Jerome","Idaho",5734,73.14,1893,24.15,213,2.71,7840
"Kootenai","Idaho",62837,69.91,24312,27.05,2729,3.04,89878
"Latah","Idaho",9472,45.96,10236,49.67,902,4.37,20610
"Lemhi","Idaho",3592,75.8,1032,21.78,115,2.42,4739
"Lewis","Idaho",1489,79.63,349,18.66,32,1.71,1870
"Lincoln","Idaho",1469,75.68,414,21.33,58,2.99,1941
"Madison","Idaho",13559,79.12,2666,15.56,912,5.32,17137
"Minidoka","Idaho",6265,78.38,1550,19.39,178,2.23,7993
"Nez Perce","Idaho",13738,65.47,6686,31.86,561,2.67,20985
"Oneida","Idaho",2148,87.6,249,10.15,55,2.25,2452
"Owyhee","Idaho",3819,80.52,816,17.2,108,2.28,4743
"Payette","Idaho",8862,78.47,2161,19.14,270,2.39,11293
"Power","Idaho",2116,68.57,865,28.03,105,3.4,3086
"Shoshone","Idaho",4216,69.7,1693,27.99,140,2.31,6049
"Teton","Idaho",2858,44.92,3318,52.15,186,2.93,6362
"Twin Falls","Idaho",25897,70.93,9391,25.72,1224,3.35,36512
"Valley","Idaho",3947,55.88,2976,42.14,140,1.98,7063
"Washington","Idaho",4154,77.7,1073,20.07,119,2.23,5346
"Adams","Illinois",24220,72.24,8633,25.75,674,2.01,33527
"Alexander","Illinois",1486,56.7,1114,42.5,21,0.8,2621
"Bond","Illinois",5625,68.89,2288,28.02,252,3.09,8165
"Boone","Illinois",13883,55.43,10542,42.09,1733,2.48,25048
"Brown","Illinois",1931,76.48,486,19.25,108,4.27,2525
"Bureau","Illinois",10411,59.51,6669,38.12,414,2.37,17494
"Calhoun","Illinois",2046,73.78,677,24.41,50,1.81,2773
"Carroll","Illinois",5105,63.52,2748,34.19,184,2.29,8037
"Cass","Illinois",3625,68.06,1615,30.32,86,1.62,5326
"Champaign","Illinois",35285,36.92,57067,59.71,3221,3.37,95573
"Christian","Illinois",11563,71.24,4335,26.71,333,2.05,16231
"Clark","Illinois",6226,74.39,1993,23.81,150,1.8,8369
"Clay","Illinois",5629,81.59,1129,16.36,141,2.05,6899
"Clinton","Illinois",14304,74.45,4493,23.38,417,2.17,19214
"Coles","Illinois",14037,61.92,8067,35.59,564,2.49,22668
"Cook","Illinois",558269,24.01,1725973,74.22,41163,1.77,2325405
"Crawford","Illinois",7043,74.6,2202,23.32,196,2.08,9441
"Cumberland","Illinois",4601,78.66,1142,19.52,106,1.82,5849
"DeKalb","Illinois",21905,45.65,24643,51.35,1441,3,47989
"DeWitt","Illinois",5632,70.06,2191,27.25,216,2.69,8039
"Douglas","Illinois",6227,71.08,2335,26.66,198,2.26,8760
"DuPage","Illinois",193611,39.69,281222,57.66,12930,2.65,487763
"Edgar","Illinois",6193,75.41,1887,22.98,132,1.61,8212
"Edwards","Illinois",2833,84.12,488,14.49,47,1.39,3368
"Effingham","Illinois",15006,78.64,3716,19.47,361,1.89,19083
"Fayette","Illinois",8055,79.94,1826,18.12,195,1.94,10076
"Ford","Illinois",5048,72.46,1754,25.18,165,2.36,6967
"Franklin","Illinois",13622,72.97,4760,25.5,287,1.53,18669
"Fulton","Illinois",9867,59,6503,38.88,354,2.12,16724
"Gallatin","Illinois",2019,75.48,622,23.25,34,1.27,2675
"Greene","Illinois",4770,76.48,1349,21.63,118,1.89,6237
"Grundy","Illinois",16523,61.75,9626,35.98,607,2.27,26756
"Hamilton","Illinois",3432,79.39,824,19.06,67,1.55,4323
"Hancock","Illinois",6906,73.44,2315,24.62,182,1.94,9403
"Hardin","Illinois",1691,78.21,449,20.77,22,1.02,2162
"Henderson","Illinois",2394,65.48,1187,32.47,75,2.05,3656
"Henry","Illinois",15300,59.53,9797,38.12,604,2.35,25701
"Iroquois","Illinois",10877,77.45,2908,20.71,258,1.84,14043
"Jackson","Illinois",10890,47.94,11181,49.22,647,2.84,22718
"Jasper","Illinois",4494,80.45,1007,18.03,85,1.52,5586
"Jefferson","Illinois",12476,71.55,4608,26.43,352,2.02,17436
"Jersey","Illinois",8712,72.84,2961,24.76,287,2.4,11960
"Jo Daviess","Illinois",7166,57.21,5109,40.79,250,2,12525
"Johnson","Illinois",5059,78.43,1281,19.86,110,1.71,6450
"Kane","Illinois",96775,41.74,130166,56.14,4935,2.12,231876
"Kankakee","Illinois",28532,57.02,20271,40.51,1237,2.47,50040
"Kendall","Illinois",29492,45.93,33168,51.66,1545,2.41,64205
"Knox","Illinois",12009,51.75,10703,46.12,496,2.13,23208
"Lake","Illinois",123594,36.82,204032,60.78,8049,2.4,335675
"LaSalle","Illinois",30113,56.09,22442,41.8,1132,2.11,53687
"Lawrence","Illinois",4886,76.08,1419,22.1,117,1.82,6422
"Lee","Illinois",9630,58.58,6407,38.97,403,2.45,16440
"Livingston","Illinois",12208,70.92,4615,26.81,391,2.27,17214
"Logan","Illinois",9136,68.55,3840,28.81,351,2.64,13327
"Macon","Illinois",28589,57.72,19847,40.07,1098,2.21,49534
"Macoupin","Illinois",16153,67.11,7365,30.6,552,2.29,24070
"Madison","Illinois",76031,55.27,57836,42.04,3691,2.69,137558
"Marion","Illinois",12678,72.47,4524,25.86,292,1.67,17494
"Marshall","Illinois",4197,66.15,2005,31.6,143,2.25,6345
"Mason","Illinois",4654,68.59,1985,29.26,146,2.15,6785
"Massac","Illinois",4997,73.29,1725,25.3,96,1.41,6818
"McDonough","Illinois",7027,57,4992,40.5,308,2.5,12327
"McHenry","Illinois",82260,49.98,78154,47.49,4164,2.53,164578
"McLean","Illinois",40502,46.35,43933,50.27,2952,3.38,87387
"Menard","Illinois",4764,68.51,2022,29.08,168,2.41,6954
"Mercer","Illinois",5418,60.78,3280,36.8,216,2.42,8914
"Monroe","Illinois",14142,66.69,6569,30.98,495,2.33,21206
"Montgomery","Illinois",9544,69.36,3905,28.38,312,2.26,13761
"Morgan","Illinois",9950,64.89,5076,33.11,307,2,15333
"Moultrie","Illinois",4964,73.48,1662,24.6,130,1.92,6756
"Ogle","Illinois",16248,61.69,9428,35.79,664,2.52,26340
"Peoria","Illinois",38252,45.55,43578,51.9,2143,2.55,83973
"Perry","Illinois",7313,72.61,2612,25.94,146,1.45,10071
"Piatt","Illinois",6248,63.43,3329,33.79,274,2.78,9851
"Pike","Illinois",6332,79.5,1484,18.63,149,1.87,7965
"Pope","Illinois",1722,79.14,433,19.9,21,0.96,2176
"Pulaski","Illinois",1699,64.58,891,33.87,41,1.55,2631
"Putnam","Illinois",1993,58.7,1338,39.41,64,1.89,3395
"Randolph","Illinois",11076,74.29,3592,24.09,242,1.62,14910
"Richland","Illinois",6089,75.39,1830,22.66,158,1.95,8077
"Rock Island","Illinois",28603,42.72,36691,54.81,1653,2.47,66947
"Saline","Illinois",8103,73.07,2789,25.15,197,1.78,11089
"Sangamon","Illinois",53485,50.87,48917,46.52,2740,2.61,105142
"Schuyler","Illinois",2773,70.78,1068,27.26,77,1.96,3918
"Scott","Illinois",2114,77.07,572,20.85,57,2.08,2743
"Shelby","Illinois",9426,77.8,2504,20.67,185,1.53,12115
"St. Clair","Illinois",57150,44.47,68325,53.17,3930,2.36,128505
"Stark","Illinois",2004,69.44,815,28.24,67,2.32,2886
"Stephenson","Illinois",12521,56.63,9055,40.95,535,2.42,22111
"Tazewell","Illinois",42513,61.37,24819,35.83,1944,2.8,69276
"Union","Illinois",6161,69.19,2579,28.96,164,1.85,8904
"Vermilion","Illinois",20725,65.5,10323,32.62,594,1.88,31642
"Wabash","Illinois",4237,75.57,1253,22.35,117,2.08,5607
"Warren","Illinois",4676,59.01,3090,39,158,1.99,7924
"Washington","Illinois",6115,77.2,1641,20.72,165,2.08,7921
"Wayne","Illinois",7176,84.43,1187,13.97,136,1.6,8499
"White","Illinois",5791,77.93,1517,20.41,123,1.66,7431
"Whiteside","Illinois",14527,52.95,12253,44.67,653,2.38,27433
"Will","Illinois",155116,44.8,183915,53.11,7235,2.09,346266
"Williamson","Illinois",22801,67.6,10206,30.26,723,2.14,33730
"Winnebago","Illinois",60861,47.49,64056,49.98,3243,2.53,128160
"Woodford","Illinois",14799,68.83,6160,28.65,543,2.52,21502
"Adams","Indiana",10686,75.05,3236,22.73,317,2.22,14239
"Allen","Indiana",92083,54.31,73189,43.16,4288,2.53,169560
"Bartholomew","Indiana",22410,61.74,12934,35.63,956,2.63,36300
"Benton","Indiana",3007,73.07,1009,24.52,99,2.41,4115
"Blackford","Indiana",3841,71.69,1376,25.68,141,2.63,5358
"Boone","Indiana",22351,57.8,15244,39.42,1073,2.78,38668
"Brown","Indiana",5777,64.32,3036,33.8,168,1.88,8981
"Carroll","Indiana",7086,74.48,2224,23.38,204,2.14,9514
"Cass","Indiana",10552,69.43,4304,28.32,342,2.25,15198
"Clark","Indiana",33668,57.99,23093,39.78,1296,2.23,58057
"Clay","Indiana",9499,77.35,2552,20.78,220,1.87,12281
"Clinton","Indiana",9334,72.02,3361,25.93,266,2.05,12961
"Crawford","Indiana",3483,70.39,1355,27.38,110,2.23,4948
"Daviess","Indiana",9576,79.99,2169,18.12,226,1.89,11971
"Dearborn","Indiana",19528,76.78,5446,21.41,460,1.81,25434
"Decatur","Indiana",9575,77.82,2439,19.82,290,2.36,12304
"DeKalb","Indiana",14237,72.43,4966,25.26,453,2.31,19656
"Delaware","Indiana",26827,55.49,20474,42.35,1041,2.16,48342
"Dubois","Indiana",15033,68.94,6292,28.85,481,2.21,21806
"Elkhart","Indiana",46972,62.95,26108,34.99,1538,2.06,74618
"Fayette","Indiana",7755,76.43,2237,22.05,154,1.52,10146
"Floyd","Indiana",23400,55.85,17511,41.79,988,2.36,41899
"Fountain","Indiana",6154,76.99,1629,20.38,210,2.63,7993
"Franklin","Indiana",9691,80.64,2137,17.78,190,1.58,12018
"Fulton","Indiana",6694,73.18,2280,24.93,173,1.89,9147
"Gibson","Indiana",11817,73.12,4023,24.89,321,1.99,16161
"Grant","Indiana",18543,68.1,8015,29.43,672,2.47,27230
"Greene","Indiana",11103,74.98,3389,22.89,315,2.13,14807
"Hamilton","Indiana",101587,52.21,88390,45.43,4600,2.36,194577
"Hancock","Indiana",28996,67.4,12895,29.97,1129,2.63,43020
"Harrison","Indiana",14565,71.98,5343,26.4,328,1.62,20236
"Hendricks","Indiana",53802,60.65,32604,36.76,2299,2.59,88705
"Henry","Indiana",15043,71.43,5544,26.32,474,2.25,21061
"Howard","Indiana",26449,65.1,13303,32.74,878,2.16,40630
"Huntington","Indiana",13147,73.57,4255,23.81,468,2.62,17870
"Jackson","Indiana",14555,75.66,4302,22.36,381,1.98,19238
"Jasper","Indiana",11383,73.56,3798,24.54,294,1.9,15475
"Jay","Indiana",6361,75.14,1926,22.75,179,2.11,8466
"Jefferson","Indiana",9663,65.6,4731,32.12,336,2.28,14730
"Jennings","Indiana",9490,77.29,2523,20.55,265,2.16,12278
"Johnson","Indiana",51219,65.83,24736,31.79,1847,2.38,77802
"Knox","Indiana",11655,72.72,4067,25.37,306,1.91,16028
"Kosciusko","Indiana",26499,73.85,8364,23.31,1021,2.84,35884
"LaGrange","Indiana",8110,76.14,2355,22.11,187,1.75,10652
"Lake","Indiana",91760,41.65,124870,56.67,3700,1.68,220330
"LaPorte","Indiana",25997,52.54,22427,45.32,1059,2.14,49483
"Lawrence","Indiana",15601,74.04,4961,23.54,509,2.42,21071
"Madison","Indiana",31215,60.16,19524,37.63,1151,2.21,51890
"Marion","Indiana",134175,34.3,247772,63.35,9187,2.35,391134
"Marshall","Indiana",13844,69.38,5712,28.63,397,1.99,19953
"Martin","Indiana",4029,78.16,1011,19.61,115,2.23,5155
"Miami","Indiana",10925,75.38,3235,22.32,333,2.3,14493
"Monroe","Indiana",22071,34.95,39861,63.12,1219,1.93,63151
"Montgomery","Indiana",12659,73.61,4213,24.5,326,1.89,17198
"Morgan","Indiana",27512,75.96,7781,21.48,928,2.56,36221
"Newton","Indiana",4942,74.78,1509,22.83,158,2.39,6609
"Noble","Indiana",14195,73.87,4660,24.25,362,1.88,19217
"Ohio","Indiana",2392,75.6,750,23.7,22,0.7,3164
"Orange","Indiana",6432,72.73,2224,25.15,188,2.12,8844
"Owen","Indiana",7286,73.47,2420,24.4,211,2.13,9917
"Parke","Indiana",5400,76.9,1503,21.4,119,1.7,7022
"Perry","Indiana",5345,61.18,3203,36.66,189,2.16,8737
"Pike","Indiana",4692,75.37,1415,22.73,118,1.9,6225
"Porter","Indiana",45008,51.87,39746,45.81,2014,2.32,86768
"Posey","Indiana",9209,69.38,3817,28.76,247,1.86,13273
"Pulaski","Indiana",4246,73.04,1463,25.17,104,1.79,5813
"Putnam","Indiana",12278,73.86,3946,23.74,399,2.4,16623
"Randolph","Indiana",8312,75.02,2513,22.68,254,2.3,11079
"Ripley","Indiana",11261,78.79,2774,19.41,257,1.8,14292
"Rush","Indiana",6035,76,1754,22.09,152,1.91,7941
"Scott","Indiana",7331,72,2701,26.53,150,1.47,10182
"Shelby","Indiana",14568,72.78,5023,25.09,426,2.13,20017
"Spencer","Indiana",7357,68.19,3213,29.78,219,2.03,10789
"St. Joseph","Indiana",53164,46.13,59896,51.98,2178,1.89,115238
"Starke","Indiana",7469,72.42,2651,25.71,193,1.87,10313
"Steuben","Indiana",11327,69.99,4513,27.89,344,2.12,16184
"Sullivan","Indiana",6691,74.28,2153,23.9,164,1.82,9008
"Switzerland","Indiana",3133,75.33,964,23.18,62,1.49,4159
"Tippecanoe","Indiana",34581,48.15,35017,48.75,2226,3.1,71824
"Tipton","Indiana",6110,75.21,1834,22.58,180,2.21,8124
"Union","Indiana",2688,76.98,736,21.08,68,1.94,3492
"Vanderburgh","Indiana",41844,53.88,34415,44.31,1403,1.81,77662
"Vermillion","Indiana",5184,69.21,2145,28.64,161,2.15,7490
"Vigo","Indiana",24545,56.17,18123,41.47,1030,2.36,43698
"Wabash","Indiana",10762,73.72,3494,23.93,342,2.35,14598
"Warren","Indiana",3401,76.03,974,21.78,98,2.19,4473
"Warrick","Indiana",21326,62.93,11923,35.18,641,1.89,33890
"Washington","Indiana",9114,75.08,2784,22.93,241,1.99,12139
"Wayne","Indiana",17567,63.47,9524,34.41,588,2.12,27679
"Wells","Indiana",10855,77.1,2928,20.8,297,2.1,14080
"White","Indiana",7957,71.13,3032,27.1,198,1.77,11187
"Whitley","Indiana",12862,73.13,4234,24.07,492,2.8,17588
"Adair","Iowa",2917,69.83,1198,28.68,62,1.49,4177
"Adams","Iowa",1530,70.83,590,27.31,40,1.86,2160
"Allamakee","Iowa",4735,63.8,2576,34.71,111,1.49,7422
"Appanoose","Iowa",4512,69.24,1891,29.02,113,1.74,6516
"Audubon","Iowa",2295,67.11,1071,31.32,54,1.57,3420
"Benton","Iowa",9188,62.75,5160,35.24,294,2.01,14642
"Black Hawk","Iowa",29640,44.51,35647,53.53,1306,1.96,66593
"Boone","Iowa",8695,56.68,6303,41.09,342,2.23,15340
"Bremer","Iowa",8294,57.02,5958,40.96,294,2.02,14546
"Buchanan","Iowa",6420,59.59,4169,38.7,185,1.71,10774
"Buena Vista","Iowa",5056,61.91,2961,36.26,150,1.83,8167
"Butler","Iowa",5542,68.44,2424,29.93,132,1.63,8098
"Calhoun","Iowa",3689,70.16,1470,27.96,99,1.88,5258
"Carroll","Iowa",7737,68.26,3454,30.47,144,1.27,11335
"Cass","Iowa",4969,68.29,2201,30.25,106,1.46,7276
"Cedar","Iowa",6161,57.56,4337,40.52,205,1.92,10703
"Cerro Gordo","Iowa",12442,52.28,10941,45.97,418,1.75,23801
"Cherokee","Iowa",4495,68.96,1936,29.7,87,1.34,6518
"Chickasaw","Iowa",4308,64.97,2233,33.68,90,1.35,6631
"Clarke","Iowa",3144,67.32,1466,31.39,60,1.29,4670
"Clay","Iowa",6137,68.42,2662,29.68,170,1.9,8969
"Clayton","Iowa",6106,63.64,3340,34.81,148,1.55,9594
"Clinton","Iowa",13361,54.12,10812,43.8,514,2.08,24687
"Crawford","Iowa",4854,67.85,2220,31.03,80,1.12,7154
"Dallas","Iowa",27987,49.96,26879,47.98,1156,2.06,56022
"Davis","Iowa",3032,73.92,1013,24.7,57,1.38,4102
"Decatur","Iowa",2615,68.74,1120,29.44,69,1.82,3804
"Delaware","Iowa",6666,66.64,3157,31.56,180,1.8,10003
"Des Moines","Iowa",10592,53.08,8893,44.56,471,2.36,19956
"Dickinson","Iowa",7438,66.15,3661,32.56,145,1.29,11244
"Dubuque","Iowa",27214,50.47,25657,47.58,1055,1.95,53926
"Emmet","Iowa",3265,67.28,1520,31.32,68,1.4,4853
"Fayette","Iowa",6145,60.33,3835,37.65,206,2.02,10186
"Floyd","Iowa",4732,58.91,3172,39.49,128,1.6,8032
"Franklin","Iowa",3422,66.71,1626,31.7,82,1.59,5130
"Fremont","Iowa",2711,70.29,1080,28,66,1.71,3857
"Greene","Iowa",3223,63.73,1769,34.98,65,1.29,5057
"Grundy","Iowa",4929,67.74,2206,30.32,141,1.94,7276
"Guthrie","Iowa",4272,67.05,1985,31.16,114,1.79,6371
"Hamilton","Iowa",4956,62.39,2843,35.79,144,1.82,7943
"Hancock","Iowa",4390,71.13,1683,27.27,99,1.6,6172
"Hardin","Iowa",5850,65.08,2976,33.11,163,1.81,8989
"Harrison","Iowa",5569,68.29,2440,29.92,146,1.79,8155
"Henry","Iowa",6507,65.19,3275,32.81,200,2,9982
"Howard","Iowa",3127,63.07,1772,35.74,59,1.19,4958
"Humboldt","Iowa",3819,71.69,1442,27.07,66,1.24,5327
"Ida","Iowa",2880,74.82,917,23.82,52,1.36,3849
"Iowa","Iowa",6009,61.68,3547,36.41,186,1.91,9742
"Jackson","Iowa",6940,62.33,4029,36.18,166,1.49,11135
"Jasper","Iowa",12084,59.87,7737,38.33,363,1.8,20184
"Jefferson","Iowa",4443,49.59,4319,48.21,197,2.2,8959
"Johnson","Iowa",22925,27.34,59177,70.57,1749,2.09,83851
"Jones","Iowa",6572,59.81,4213,38.34,204,1.85,10989
"Keokuk","Iowa",3797,71.6,1414,26.66,92,1.74,5303
"Kossuth","Iowa",6275,69.03,2696,29.66,119,1.31,9090
"Lee","Iowa",9773,58.4,6541,39.09,420,2.51,16734
"Linn","Iowa",53364,41.87,70874,55.61,3220,2.52,127458
"Louisa","Iowa",3500,65.64,1726,32.37,106,1.99,5332
"Lucas","Iowa",3287,70.99,1284,27.73,59,1.28,4630
"Lyon","Iowa",5707,83.16,1067,15.55,89,1.29,6863
"Madison","Iowa",6507,66.24,3134,31.9,183,1.86,9824
